Foods_items_Sold,Year_of_Day,is_snap,0.048256485252561696
Year_of_Day,Foods_items_Sold,Total_Revenue_in_Dollars,0.3279837653792673
Year_of_Day,Household_items_Sold,Total_Revenue_in_Dollars,0.2897456999063563
Total_Revenue_in_Dollars,is_snap,Household_items_Sold,0.057868139272764
is_holiday,is_snap,Total_Revenue_in_Dollars,0.09661355670597535
is_snap,Household_items_Sold,Total_Revenue_in_Dollars,0.35948454278555636
is_holiday,Foods_items_Sold,Household_items_Sold,0.30750511020816174
Year_of_Day,Foods_items_Sold,Hobbies_items_Sold,0.2719202787173266
Year_of_Day,is_holiday,Total_Revenue_in_Dollars,0.13237851820592914
Hobbies_items_Sold,Foods_items_Sold,Total_Revenue_in_Dollars,0.17064694833720515
Total_Revenue_in_Dollars,Year_of_Day,is_holiday,0.04659277015489511
Hobbies_items_Sold,is_snap,Total_Revenue_in_Dollars,0.06945866182469772
is_snap,Hobbies_items_Sold,Total_Revenue_in_Dollars,0.30429251507069466
Hobbies_items_Sold,Year_of_Day,Total_Revenue_in_Dollars,0.15703821534255555
Total_Revenue_in_Dollars,Year_of_Day,Household_items_Sold,0.09619471695717081
Household_items_Sold,is_snap,Hobbies_items_Sold,0.04490921096108837
Household_items_Sold,Year_of_Day,Foods_items_Sold,0.09686133444197553
Total_Revenue_in_Dollars,Year_of_Day,Foods_items_Sold,0.08448927892391918
Year_of_Day,is_snap,Total_Revenue_in_Dollars,0.14109082877464413
Year_of_Day,Foods_items_Sold,Household_items_Sold,0.2753205674739353
is_snap,Hobbies_items_Sold,Household_items_Sold,0.3165604891641579
Household_items_Sold,Year_of_Day,is_snap,0.0481404492184484
Household_items_Sold,is_holiday,Hobbies_items_Sold,0.05178046756584292
Household_items_Sold,Foods_items_Sold,Total_Revenue_in_Dollars,0.13955234207826822
Foods_items_Sold,Household_items_Sold,Total_Revenue_in_Dollars,0.146737842293603
is_holiday,Year_of_Day,Hobbies_items_Sold,0.17369109374502878
Foods_items_Sold,Year_of_Day,is_holiday,0.03696852647450544
Household_items_Sold,is_holiday,Total_Revenue_in_Dollars,0.0641809656813351
Hobbies_items_Sold,is_holiday,is_snap,0.014732819179203813
Foods_items_Sold,is_snap,Hobbies_items_Sold,0.05257194924258644
is_snap,Foods_items_Sold,Hobbies_items_Sold,0.25162723667753817
Foods_items_Sold,Year_of_Day,Household_items_Sold,0.1812351986383937
Total_Revenue_in_Dollars,is_snap,Hobbies_items_Sold,0.05246514749784924
is_holiday,is_snap,Foods_items_Sold,0.16477199128317555
is_holiday,Foods_items_Sold,Hobbies_items_Sold,0.22367691451793903
Foods_items_Sold,is_snap,Household_items_Sold,0.06988523878433349
Year_of_Day,is_holiday,Hobbies_items_Sold,0.13884916879808737
Foods_items_Sold,Year_of_Day,Hobbies_items_Sold,0.13916799183920564
Foods_items_Sold,Year_of_Day,Total_Revenue_in_Dollars,0.1493223855299469
Hobbies_items_Sold,Year_of_Day,Household_items_Sold,0.15818563434546754
Year_of_Day,Hobbies_items_Sold,Total_Revenue_in_Dollars,0.28137464345311947
is_snap,Foods_items_Sold,Total_Revenue_in_Dollars,0.34345790069229737
is_snap,Year_of_Day,is_holiday,0.007700476564596083
Hobbies_items_Sold,is_snap,Foods_items_Sold,0.10794032944442988
is_holiday,Year_of_Day,is_snap,0.013133822324386157
Year_of_Day,is_holiday,is_snap,0.011990268713020318
Year_of_Day,is_snap,Foods_items_Sold,0.17993485739384893
Household_items_Sold,Year_of_Day,Total_Revenue_in_Dollars,0.1026672769909486
is_holiday,Year_of_Day,Household_items_Sold,0.21830702037676852
is_snap,is_holiday,Foods_items_Sold,0.07378714852481266
Household_items_Sold,Hobbies_items_Sold,Total_Revenue_in_Dollars,0.08272222378418032
Year_of_Day,Hobbies_items_Sold,Household_items_Sold,0.2840062094851128
is_snap,Year_of_Day,Foods_items_Sold,0.1533410226625138
Total_Revenue_in_Dollars,Year_of_Day,Hobbies_items_Sold,0.10974808838577599
is_snap,Year_of_Day,Total_Revenue_in_Dollars,0.2128026934722561
is_holiday,Foods_items_Sold,Total_Revenue_in_Dollars,0.3346742578951374
Total_Revenue_in_Dollars,is_holiday,is_snap,0.02223820252349335
Total_Revenue_in_Dollars,is_snap,Foods_items_Sold,0.0838640924834862
Total_Revenue_in_Dollars,Hobbies_items_Sold,Household_items_Sold,0.07180757053508816
Foods_items_Sold,Hobbies_items_Sold,Total_Revenue_in_Dollars,0.133963592087522
is_holiday,Hobbies_items_Sold,Total_Revenue_in_Dollars,0.28013500136165964
Hobbies_items_Sold,Foods_items_Sold,Household_items_Sold,0.12778810781028027
is_holiday,Household_items_Sold,Total_Revenue_in_Dollars,0.3456762011113719
is_snap,is_holiday,Hobbies_items_Sold,0.07992746889224486
Hobbies_items_Sold,Household_items_Sold,Total_Revenue_in_Dollars,0.15039572682903105
Household_items_Sold,Year_of_Day,Hobbies_items_Sold,0.1204667000154069
is_holiday,Year_of_Day,Foods_items_Sold,0.152330579791507
Household_items_Sold,is_snap,Total_Revenue_in_Dollars,0.09250664219844197
is_holiday,Hobbies_items_Sold,Household_items_Sold,0.31477864006897627
Household_items_Sold,is_holiday,Foods_items_Sold,0.06537254243176537
Year_of_Day,is_snap,Household_items_Sold,0.06449687207847367
is_holiday,is_snap,Hobbies_items_Sold,0.048070925995185955
is_snap,Year_of_Day,Hobbies_items_Sold,0.18252255067859294
Household_items_Sold,Foods_items_Sold,Hobbies_items_Sold,0.06450583694821274
Foods_items_Sold,is_holiday,Hobbies_items_Sold,0.054251508511880944
Foods_items_Sold,Hobbies_items_Sold,Household_items_Sold,0.13021047435501779
Year_of_Day,is_holiday,Foods_items_Sold,0.1171179204914176
is_snap,Year_of_Day,Household_items_Sold,0.2042121875857155
Household_items_Sold,is_snap,Foods_items_Sold,0.12051507045497864
Hobbies_items_Sold,Year_of_Day,Foods_items_Sold,0.1260398784656176
is_snap,is_holiday,Total_Revenue_in_Dollars,0.06848208464663194
is_snap,Foods_items_Sold,Household_items_Sold,0.3234454845193271
is_holiday,Year_of_Day,Total_Revenue_in_Dollars,0.18805727645767792
Foods_items_Sold,is_holiday,is_snap,0.013412655069814943
Year_of_Day,is_holiday,Household_items_Sold,0.11739497251739742
is_snap,is_holiday,Household_items_Sold,0.10108017089082993
